Title,Author,Updated,Link,Tag,Search,ID
Multilingual Large Language Models Are Not (Yet) Code-Switchers,Alham Fikri Aji,2023-10-23,http://arxiv.org/pdf/2305.14235v2,cs.CL,Large Language Model,2305.14235v2
EpiK-Eval: Evaluation for Language Models as Epistemic Models,Sarath Chandar,2023-10-23,http://arxiv.org/pdf/2310.15372v1,cs.CL,Large Language Model,2310.15372v1
Reasoning with Language Model is Planning with World Model,Zhiting Hu,2023-10-23,http://arxiv.org/pdf/2305.14992v2,cs.CL,Large Language Model,2305.14992v2
InstructExcel: A Benchmark for Natural Language Instruction in Excel,Elnaz Nouri,2023-10-23,http://arxiv.org/pdf/2310.14495v1,cs.CL,Large Language Model,2310.14495v1
"Long-Form Speech Translation through Segmentation with Finite-State
  Decoding Constraints on Large Language Models",Ke Wu,2023-10-23,http://arxiv.org/pdf/2310.13678v2,cs.CL,Large Language Model,2310.13678v2
H2O Open Ecosystem for State-of-the-art Large Language Models,Marcos V. Conde,2023-10-23,http://arxiv.org/pdf/2310.13012v2,cs.CL,Large Language Model,2310.13012v2
"SCITAB: A Challenging Benchmark for Compositional Reasoning and Claim
  Verification on Scientific Tables",Min-Yen Kan,2023-10-23,http://arxiv.org/pdf/2305.13186v3,cs.CL,Large Language Model,2305.13186v3
"AutoDAN: Automatic and Interpretable Adversarial Attacks on Large
  Language Models",Tong Sun,2023-10-23,http://arxiv.org/pdf/2310.15140v1,cs.CR,Large Language Model,2310.15140v1
Evaluating Spatial Understanding of Large Language Models,Ilker Yildirim,2023-10-23,http://arxiv.org/pdf/2310.14540v1,cs.CL,Large Language Model,2310.14540v1
"DeTiME: Diffusion-Enhanced Topic Modeling using Encoder-decoder based
  LLM",Srinivasan Sengamedu,2023-10-23,http://arxiv.org/pdf/2310.15296v1,cs.CL,Large Language Model,2310.15296v1
Consistency Analysis of ChatGPT,Thomas Lukasiewicz,2023-10-23,http://arxiv.org/pdf/2303.06273v2,cs.CL,Large Language Model,2303.06273v2
"Enhancing Long-form Text Generation Efficacy with Task-adaptive
  Tokenization",Rada Mihalcea,2023-10-23,http://arxiv.org/pdf/2310.05317v4,cs.CL,Large Language Model,2310.05317v4
Reasoning about Ambiguous Definite Descriptions,Piek Vossen,2023-10-23,http://arxiv.org/pdf/2310.14657v1,cs.CL,Large Language Model,2310.14657v1
"CAPE: Corrective Actions from Precondition Errors using Large Language
  Models",Stefanie Tellex,2023-10-23,http://arxiv.org/pdf/2211.09935v2,cs.AI,Large Language Model,2211.09935v2
DoGE: Domain Reweighting with Generalization Estimation,Martin Jaggi,2023-10-23,http://arxiv.org/pdf/2310.15393v1,cs.LG,Large Language Model,2310.15393v1
Linear Representations of Sentiment in Large Language Models,Neel Nanda,2023-10-23,http://arxiv.org/pdf/2310.15154v1,cs.LG,Large Language Model,2310.15154v1
Geographical Erasure in Language Generation,Danish Pruthi,2023-10-23,http://arxiv.org/pdf/2310.14777v1,cs.CL,Large Language Model,2310.14777v1
"CodeLMSec Benchmark: Systematically Evaluating and Finding Security
  Vulnerabilities in Black-Box Code Language Models",Mario Fritz,2023-10-23,http://arxiv.org/pdf/2302.04012v2,cs.CR,Large Language Model,2302.04012v2
"Branch-Solve-Merge Improves Large Language Model Evaluation and
  Generation",Xian Li,2023-10-23,http://arxiv.org/pdf/2310.15123v1,cs.CL,Large Language Model,2310.15123v1
"Prompting Large Language Models with Chain-of-Thought for Few-Shot
  Knowledge Base Question Generation",Yunshi Lan,2023-10-23,http://arxiv.org/pdf/2310.08395v3,cs.CL,Large Language Model,2310.08395v3
"Self-prompted Chain-of-Thought on Large Language Models for Open-domain
  Multi-hop Reasoning",Hai Zhao,2023-10-23,http://arxiv.org/pdf/2310.13552v2,cs.CL,Large Language Model,2310.13552v2
Evaluating Open-QA Evaluation,Yue Zhang,2023-10-23,http://arxiv.org/pdf/2305.12421v4,cs.CL,Large Language Model,2305.12421v4
"Machine Psychology: Investigating Emergent Capabilities and Behavior in
  Large Language Models Using Psychological Methods",Thilo Hagendorff,2023-10-23,http://arxiv.org/pdf/2303.13988v4,cs.CL,Large Language Model,2303.13988v4
Evaluating Large Language Models on Controlled Generation Tasks,Xuezhe Ma,2023-10-23,http://arxiv.org/pdf/2310.14542v1,cs.CL,Large Language Model,2310.14542v1
AlpaCare:Instruction-tuned Large Language Models for Medical Application,Linda Ruth Petzold,2023-10-23,http://arxiv.org/pdf/2310.14558v1,cs.CL,Large Language Model,2310.14558v1
CoEdIT: Text Editing by Task-Specific Instruction Tuning,Dongyeop Kang,2023-10-23,http://arxiv.org/pdf/2305.09857v2,cs.CL,Large Language Model,2305.09857v2
Prefix-Tuning Based Unsupervised Text Style Transfer,Zhihong Deng,2023-10-23,http://arxiv.org/pdf/2310.14599v1,cs.CL,Large Language Model,2310.14599v1
"Health Disparities through Generative AI Models: A Comparison Study
  Using A Domain Specific large language model",Richard Alo,2023-10-23,http://arxiv.org/pdf/2310.18355v1,cs.CL,Large Language Model,2310.18355v1
Irreducible Curriculum for Language Model Pretraining,Martin Jaggi,2023-10-23,http://arxiv.org/pdf/2310.15389v1,cs.CL,Large Language Model,2310.15389v1
"Have LLMs Advanced Enough? A Challenging Problem Solving Benchmark For
  Large Language Models",Mausam,2023-10-23,http://arxiv.org/pdf/2305.15074v3,cs.CL,Large Language Model,2305.15074v3
"Contextual Refinement of Translations: Large Language Models for
  Sentence and Document-Level Post-Editing",Jan Niehues,2023-10-23,http://arxiv.org/pdf/2310.14855v1,cs.CL,Large Language Model,2310.14855v1
Causal Inference Using LLM-Guided Discovery,Amit Sharma,2023-10-23,http://arxiv.org/pdf/2310.15117v1,cs.AI,Large Language Model,2310.15117v1
"ToMChallenges: A Principle-Guided Dataset and Diverse Evaluation Tasks
  for Exploring Theory of Mind",Qihui Xu,2023-10-23,http://arxiv.org/pdf/2305.15068v2,cs.CL,Large Language Model,2305.15068v2
"LINC: A Neurosymbolic Approach for Logical Reasoning by Combining
  Language Models with First-Order Logic Provers",Roger Levy,2023-10-23,http://arxiv.org/pdf/2310.15164v1,cs.CL,Large Language Model,2310.15164v1
"Better to Ask in English: Cross-Lingual Evaluation of Large Language
  Models for Healthcare Queries",Srijan Kumar,2023-10-23,http://arxiv.org/pdf/2310.13132v2,cs.CL,Large Language Model,2310.13132v2
Leveraging GPT-4 for Automatic Translation Post-Editing,Arul Menezes,2023-10-23,http://arxiv.org/pdf/2305.14878v2,cs.CL,Large Language Model,2305.14878v2
"Which Prompts Make The Difference? Data Prioritization For Efficient
  Human LLM Evaluation",Sara Hooker,2023-10-22,http://arxiv.org/pdf/2310.14424v1,cs.CL,Large Language Model,2310.14424v1
AdaLomo: Low-memory Optimization with Adaptive Learning Rate,Xipeng Qiu,2023-10-22,http://arxiv.org/pdf/2310.10195v2,cs.LG,Large Language Model,2310.10195v2
A Survey on Semantic Processing Techniques,Erik Cambria,2023-10-22,http://arxiv.org/pdf/2310.18345v1,cs.CL,Large Language Model,2310.18345v1
Theory of Mind for Multi-Agent Collaboration via Large Language Models,Katia Sycara,2023-10-22,http://arxiv.org/pdf/2310.10701v2,cs.CL,Large Language Model,2310.10701v2
In-Context Learning with Iterative Demonstration Selection,Wenming Ye,2023-10-22,http://arxiv.org/pdf/2310.09881v2,cs.CL,Large Language Model,2310.09881v2
"PromptMix: A Class Boundary Augmentation Method for Large Language Model
  Distillation",Issam H. Laradji,2023-10-22,http://arxiv.org/pdf/2310.14192v1,cs.CL,Large Language Model,2310.14192v1
From Chaos to Clarity: Claim Normalization to Empower Fact-Checking,Preslav Nakov,2023-10-22,http://arxiv.org/pdf/2310.14338v1,cs.CL,Large Language Model,2310.14338v1
Chainpoll: A high efficacy method for LLM hallucination detection,Atindriyo Sanyal,2023-10-22,http://arxiv.org/pdf/2310.18344v1,cs.CL,Large Language Model,2310.18344v1
"O3D: Offline Data-driven Discovery and Distillation for Sequential
  Decision-Making with Large Language Models",Sumitra Ganesh,2023-10-22,http://arxiv.org/pdf/2310.14403v1,cs.AI,Large Language Model,2310.14403v1
Merging Generated and Retrieved Knowledge for Open-Domain QA,Lu Wang,2023-10-22,http://arxiv.org/pdf/2310.14393v1,cs.CL,Large Language Model,2310.14393v1
Sources of Hallucination by Large Language Models on Inference Tasks,Mark Steedman,2023-10-22,http://arxiv.org/pdf/2305.14552v2,cs.CL,Large Language Model,2305.14552v2
When Urban Region Profiling Meets Large Language Models,Yuxuan Liang,2023-10-22,http://arxiv.org/pdf/2310.18340v1,cs.CL,Large Language Model,2310.18340v1
Retrieval-Augmented Chain-of-Thought in Semi-structured Domains,Chen Zhao,2023-10-22,http://arxiv.org/pdf/2310.14435v1,cs.CL,Large Language Model,2310.14435v1
AgentTuning: Enabling Generalized Agent Abilities for LLMs,Jie Tang,2023-10-22,http://arxiv.org/pdf/2310.12823v2,cs.CL,Large Language Model,2310.12823v2
"Dialogue Chain-of-Thought Distillation for Commonsense-aware
  Conversational Agents",Jinyoung Yeo,2023-10-22,http://arxiv.org/pdf/2310.09343v2,cs.CL,Large Language Model,2310.09343v2
Universal Self-Adaptive Prompting,Tomas Pfister,2023-10-21,http://arxiv.org/pdf/2305.14926v2,cs.CL,Large Language Model,2305.14926v2
"Revisiting Instruction Fine-tuned Model Evaluation to Guide Industrial
  Applications",Pierre Colombo,2023-10-21,http://arxiv.org/pdf/2310.14103v1,cs.LG,Large Language Model,2310.14103v1
On Bilingual Lexicon Induction with Large Language Models,Ivan Vulić,2023-10-21,http://arxiv.org/pdf/2310.13995v1,cs.CL,Large Language Model,2310.13995v1
Aligning Large Language Models through Synthetic Feedback,Minjoon Seo,2023-10-21,http://arxiv.org/pdf/2305.13735v2,cs.CL,Large Language Model,2305.13735v2
"LoFT: Local Proxy Fine-tuning For Improving Transferability Of
  Adversarial Attacks Against Large Language Model",Rita Singh,2023-10-21,http://arxiv.org/pdf/2310.04445v2,cs.CL,Large Language Model,2310.04445v2
"Small Language Models Fine-tuned to Coordinate Larger Language Models
  improve Complex Reasoning",Tanmoy Chakraborty,2023-10-21,http://arxiv.org/pdf/2310.18338v1,cs.CL,Large Language Model,2310.18338v1
"Large Language Model Is Not a Good Few-shot Information Extractor, but a
  Good Reranker for Hard Samples!",Aixin Sun,2023-10-21,http://arxiv.org/pdf/2303.08559v2,cs.CL,Large Language Model,2303.08559v2
"Query-Dependent Prompt Evaluation and Optimization with Offline Inverse
  RL",Mihaela van der Schaar,2023-10-21,http://arxiv.org/pdf/2309.06553v3,cs.CL,Large Language Model,2309.06553v3
"CTQScorer: Combining Multiple Features for In-context Example Selection
  for Machine Translation",Anoop Kunchukuttan,2023-10-21,http://arxiv.org/pdf/2305.14105v2,cs.CL,Large Language Model,2305.14105v2
"Ensemble-Instruct: Generating Instruction-Tuning Data with a
  Heterogeneous Mixture of LMs",Ramón Fernandez Astudillo,2023-10-21,http://arxiv.org/pdf/2310.13961v1,cs.CL,Large Language Model,2310.13961v1
"Challenges and Contributing Factors in the Utilization of Large Language
  Models (LLMs)",Dinuo Li,2023-10-20,http://arxiv.org/pdf/2310.13343v1,cs.CL,Large Language Model,2310.13343v1
In-Context Pretraining: Language Modeling Beyond Document Boundaries,Mike Lewis,2023-10-20,http://arxiv.org/pdf/2310.10638v3,cs.CL,Large Language Model,2310.10638v3
"Evoke: Evoking Critical Thinking Abilities in LLMs via Reviewer-Author
  Prompt Editing",Denis Charles,2023-10-20,http://arxiv.org/pdf/2310.13855v1,cs.CL,Large Language Model,2310.13855v1
Self-Consistency of Large Language Models under Ambiguity,Jacob Pfau,2023-10-20,http://arxiv.org/pdf/2310.13439v1,cs.CL,Large Language Model,2310.13439v1
Getting MoRE out of Mixture of Language Model Reasoning Experts,Jordan Boyd-Graber,2023-10-20,http://arxiv.org/pdf/2305.14628v2,cs.CL,Large Language Model,2305.14628v2
Copyright Violations and Large Language Models,Anders Søgaard,2023-10-20,http://arxiv.org/pdf/2310.13771v1,cs.CL,Large Language Model,2310.13771v1
Explaining Interactions Between Text Spans,Isabelle Augenstein,2023-10-20,http://arxiv.org/pdf/2310.13506v1,cs.CL,Large Language Model,2310.13506v1
"ToolChain*: Efficient Action Space Navigation in Large Language Models
  with A* Search",Chao Zhang,2023-10-20,http://arxiv.org/pdf/2310.13227v1,cs.CL,Large Language Model,2310.13227v1
"Decoding the Silent Majority: Inducing Belief Augmented Social Graph
  with Large Language Model for Response Forecasting",Heng Ji,2023-10-20,http://arxiv.org/pdf/2310.13297v1,cs.CL,Large Language Model,2310.13297v1
"Explainable Claim Verification via Knowledge-Grounded Reasoning with
  Large Language Models",Kai Shu,2023-10-20,http://arxiv.org/pdf/2310.05253v2,cs.CL,Large Language Model,2310.05253v2
MarineGPT: Unlocking Secrets of Ocean to the Public,Sai-Kit Yeung,2023-10-20,http://arxiv.org/pdf/2310.13596v1,cs.CL,Large Language Model,2310.13596v1
"Democratizing Reasoning Ability: Tailored Learning from Large Language
  Model",Qi Zhang,2023-10-20,http://arxiv.org/pdf/2310.13332v1,cs.CL,Large Language Model,2310.13332v1
"Testing the General Deductive Reasoning Capacity of Large Language
  Models Using OOD Examples",He He,2023-10-20,http://arxiv.org/pdf/2305.15269v2,cs.CL,Large Language Model,2305.15269v2
"Inference-Time Intervention: Eliciting Truthful Answers from a Language
  Model",Martin Wattenberg,2023-10-20,http://arxiv.org/pdf/2306.03341v5,cs.LG,Large Language Model,2306.03341v5
"Let's Synthesize Step by Step: Iterative Dataset Synthesis with Large
  Language Models by Extrapolating Errors from Small Models",Mrinmaya Sachan,2023-10-20,http://arxiv.org/pdf/2310.13671v1,cs.CL,Large Language Model,2310.13671v1
"Assessing Privacy Risks in Language Models: A Case Study on
  Summarization Tasks",Xia Hu,2023-10-20,http://arxiv.org/pdf/2310.13291v1,cs.CL,Large Language Model,2310.13291v1
"Gaining Wisdom from Setbacks: Aligning Large Language Models via Mistake
  Analysis",Qun Liu,2023-10-20,http://arxiv.org/pdf/2310.10477v2,cs.CL,Large Language Model,2310.10477v2
"Towards Better Evaluation of Instruction-Following: A Case-Study in
  Summarization",Victor Carbune,2023-10-20,http://arxiv.org/pdf/2310.08394v2,cs.CL,Large Language Model,2310.08394v2
"An Empirical Study of Instruction-tuning Large Language Models in
  Chinese",Weiping Wang,2023-10-20,http://arxiv.org/pdf/2310.07328v2,cs.CL,Large Language Model,2310.07328v2
Design-Inclusive Language Models for Responsible Information Access,Shaina Raza,2023-10-20,http://arxiv.org/pdf/2310.18333v1,cs.CL,Large Language Model,2310.18333v1
Primacy Effect of ChatGPT,Bryan Hooi,2023-10-20,http://arxiv.org/pdf/2310.13206v1,cs.CL,Large Language Model,2310.13206v1
AutoMix: Automatically Mixing Language Models,Manaal Faruqui,2023-10-19,http://arxiv.org/pdf/2310.12963v1,cs.CL,Large Language Model,2310.12963v1
"Automatic Hallucination Assessment for Aligned Large Language Models via
  Transferable Adversarial Attacks",Jianfeng Gao,2023-10-19,http://arxiv.org/pdf/2310.12516v1,cs.CL,Large Language Model,2310.12516v1
"Not All Countries Celebrate Thanksgiving: On the Cultural Dominance in
  Large Language Models",Michael R. Lyu,2023-10-19,http://arxiv.org/pdf/2310.12481v1,cs.CL,Large Language Model,2310.12481v1
KwaiYiiMath: Technical Report,Kun Gai,2023-10-19,http://arxiv.org/pdf/2310.07488v2,cs.CL,Large Language Model,2310.07488v2
"Automatic Prompt Optimization with ""Gradient Descent"" and Beam Search",Michael Zeng,2023-10-19,http://arxiv.org/pdf/2305.03495v2,cs.CL,Large Language Model,2305.03495v2
PoisonPrompt: Backdoor Attack on Prompt-based Large Language Models,Zhan Qin,2023-10-19,http://arxiv.org/pdf/2310.12439v1,cs.CL,Large Language Model,2310.12439v1
"Logic-LM: Empowering Large Language Models with Symbolic Solvers for
  Faithful Logical Reasoning",William Yang Wang,2023-10-19,http://arxiv.org/pdf/2305.12295v2,cs.CL,Large Language Model,2305.12295v2
"Experimental Narratives: A Comparison of Human Crowdsourced Storytelling
  and AI Storytelling",Nina Begus,2023-10-19,http://arxiv.org/pdf/2310.12902v1,cs.CL,Large Language Model,2310.12902v1
Meta Semantic Template for Evaluation of Large Language Models,Xing Xie,2023-10-19,http://arxiv.org/pdf/2310.01448v2,cs.CL,Large Language Model,2310.01448v2
Model Merging by Uncertainty-Based Gradient Matching,Mohammad Emtiyaz Khan,2023-10-19,http://arxiv.org/pdf/2310.12808v1,cs.LG,Large Language Model,2310.12808v1
Large Language Models are Better Reasoners with Self-Verification,Jun Zhao,2023-10-19,http://arxiv.org/pdf/2212.09561v5,cs.AI,Large Language Model,2212.09561v5
GraphGPT: Graph Instruction Tuning for Large Language Models,Chao Huang,2023-10-19,http://arxiv.org/pdf/2310.13023v1,cs.CL,Large Language Model,2310.13023v1
"Reliable Academic Conference Question Answering: A Study Based on Large
  Language Model",Wen Zhang,2023-10-19,http://arxiv.org/pdf/2310.13028v1,cs.CL,Large Language Model,2310.13028v1
"Towards Robust Pruning: An Adaptive Knowledge-Retention Pruning Strategy
  for Language Models",Dongkuan Xu,2023-10-19,http://arxiv.org/pdf/2310.13191v1,cs.CL,Large Language Model,2310.13191v1
"Exploring Self-Reinforcement for Improving Learnersourced
  Multiple-Choice Question Explanations with Large Language Models",Jiamou Liu,2023-10-19,http://arxiv.org/pdf/2309.10444v2,cs.AI,Large Language Model,2309.10444v2
Prompt Injection Attacks and Defenses in LLM-Integrated Applications,Neil Zhenqiang Gong,2023-10-19,http://arxiv.org/pdf/2310.12815v1,cs.CR,Large Language Model,2310.12815v1
"Frozen Transformers in Language Models Are Effective Visual Encoder
  Layers",Yu-Xiong Wang,2023-10-19,http://arxiv.org/pdf/2310.12973v1,cs.CV,Large Language Model,2310.12973v1
